age,marital,education,balance,campaign,housing_yes,loan_yes,y_yes
0.7692307692307693,2.0,0.0,0.8851145370612317,0.0,1,0,0
0.5000000000000001,0.0,1.0,0.7009842348227506,0.0,1,0,0
0.28846153846153855,2.0,1.0,0.6986325232993642,0.0,1,1,0
0.5576923076923077,2.0,3.0,0.8296315651946695,0.0,1,0,0
0.28846153846153855,0.0,3.0,0.698545422872572,0.0,0,0,0
0.326923076923077,2.0,0.0,0.7185785210347531,0.0,1,0,0
0.1923076923076924,0.0,0.0,0.7373922132218448,0.0,1,1,0
0.46153846153846156,1.0,0.0,0.6986325232993642,0.0,1,0,0
0.7692307692307693,2.0,2.0,0.708997474087623,0.0,1,0,0
0.48076923076923084,0.0,1.0,0.7501088755334901,0.0,1,0,0
0.4423076923076924,1.0,1.0,0.7219754376796447,0.0,1,0,0
0.21153846153846156,0.0,1.0,0.7324274888946956,0.0,1,0,0
0.6730769230769232,2.0,1.0,0.6989809250065325,0.0,1,0,0
0.7692307692307693,2.0,3.0,0.7046424527480185,0.0,1,0,0
0.7500000000000001,2.0,1.0,0.7125685915860988,0.0,1,0,0
0.6346153846153847,2.0,2.0,0.7184043201811688,0.0,1,0,0
0.5192307692307693,0.0,3.0,0.6995906279940772,0.0,1,0,0
0.7500000000000001,2.0,2.0,0.7029875446389687,0.0,1,0,0
0.8076923076923078,2.0,2.0,0.7036843480533055,0.0,1,0,0
0.28846153846153855,2.0,1.0,0.69845832244578,0.0,1,0,0
0.1923076923076924,2.0,1.0,0.761431931016462,0.0,1,1,0
0.730769230769231,2.0,0.0,0.7663095549168191,0.0,1,0,0
0.2692307692307693,0.0,2.0,0.7004616322619981,0.0,1,1,0
0.13461538461538464,2.0,1.0,0.7028133437853845,0.0,1,0,0
0.42307692307692313,2.0,2.0,0.69845832244578,0.0,1,1,0
0.5000000000000001,2.0,1.0,0.666056963679122,0.0,1,0,0
0.40384615384615385,0.0,0.0,0.7206689312777632,0.0,1,0,0
0.6538461538461539,2.0,1.0,0.7083006706732863,0.0,1,1,0
0.5384615384615385,0.0,1.0,0.6770316174549256,0.2,1,0,0
0.34615384615384615,0.0,1.0,0.7215399355456842,0.0,1,1,0
0.7500000000000001,2.0,1.0,0.7715355805243446,0.0,0,1,0
0.5961538461538463,2.0,0.0,0.7313822837731905,0.0,1,0,0
0.8076923076923078,2.0,1.0,0.7018552390906716,0.0,1,1,0
0.7884615384615384,2.0,1.0,0.69845832244578,0.0,1,0,0
0.7500000000000001,1.0,1.0,0.7039456493336818,0.0,1,0,0
0.13461538461538464,2.0,1.0,0.6978486194582354,0.0,1,0,0
0.6730769230769232,2.0,1.0,0.6981970211654037,0.0,0,0,0
0.34615384615384615,1.0,1.0,0.7425311384025782,0.0,1,0,0
0.3653846153846154,0.0,1.0,0.69845832244578,0.0,1,0,0
0.5000000000000001,1.0,1.0,0.923700026130128,0.0,1,0,0
0.6153846153846154,2.0,1.0,0.7027262433585925,0.2,1,0,0
0.8076923076923078,2.0,3.0,0.7075167668321575,0.0,1,0,0
0.6923076923076924,2.0,1.0,0.7445344482187963,0.0,1,0,0
0.7692307692307693,2.0,3.0,0.7068199634178207,0.0,1,0,0
0.34615384615384615,0.0,2.0,0.6835641494643324,0.0,1,0,0
0.7692307692307693,2.0,0.0,0.6667537670934588,0.0,1,0,0
0.5000000000000001,2.0,1.0,0.69845832244578,0.2,1,0,0
0.7115384615384616,1.0,1.0,0.69845832244578,0.0,0,0,0
0.21153846153846156,0.0,0.0,0.69845832244578,0.0,1,0,0
0.6923076923076924,2.0,1.0,0.8109049734343698,0.0,1,0,0
0.576923076923077,1.0,0.0,0.6772058183085097,0.0,1,0,0
0.2692307692307693,2.0,0.0,0.69845832244578,0.0,1,0,0
0.46153846153846156,0.0,1.0,0.6918386900095811,0.0,1,0,0
0.11538461538461542,0.0,1.0,0.6894869784861946,0.0,1,1,0
0.3846153846153847,0.0,0.0,0.7196237261562581,0.0,0,1,0
0.3846153846153847,0.0,0.0,0.7353889034056267,0.0,1,0,0
0.5576923076923077,2.0,3.0,0.7251110530441599,0.0,1,0,0
0.42307692307692313,0.0,3.0,0.7005487326887901,0.0,1,0,0
0.5384615384615385,2.0,2.0,0.7140492988415643,0.0,1,0,0
0.2692307692307693,2.0,0.0,0.69845832244578,0.0,1,0,0
0.6730769230769232,1.0,1.0,0.7846006445431583,0.0,1,0,0
0.7500000000000001,2.0,2.0,0.7201463287170107,0.0,1,0,0
0.28846153846153855,2.0,1.0,0.7672676596115321,0.0,1,0,0
0.5961538461538463,2.0,3.0,0.711871788171762,0.0,1,0,0
0.8076923076923078,2.0,0.0,0.7071683651249892,0.0,0,0,0
0.7884615384615384,1.0,0.0,0.7035972476265133,0.0,1,0,0
0.7115384615384616,2.0,1.0,0.80341433673025,0.2,1,0,0
0.25,2.0,1.0,0.7006358331155823,0.0,1,1,0
0.6923076923076924,2.0,1.0,0.7230206428011497,0.0,1,1,0
0.7115384615384616,2.0,2.0,0.7004616322619981,0.0,1,0,0
0.48076923076923084,2.0,1.0,0.8671718491420608,0.0,1,0,0
0.6730769230769232,2.0,1.0,0.731904886333943,0.0,1,0,0
0.5000000000000001,2.0,1.0,0.7491507708387771,0.0,0,1,0
0.7115384615384616,1.0,1.0,0.7063844612838603,0.0,0,0,0
0.5961538461538463,1.0,1.0,0.69845832244578,0.0,1,1,0
0.7115384615384616,1.0,1.0,0.698545422872572,0.0,1,0,0
0.5192307692307693,0.0,1.0,0.7164010103649507,0.0,1,0,0
0.5576923076923077,1.0,1.0,0.712742792439683,0.0,0,0,0
0.46153846153846156,0.0,1.0,0.7585576169323229,0.0,1,0,0
0.7884615384615384,2.0,1.0,0.9025346224196499,0.0,1,0,1
0.5384615384615385,2.0,0.0,0.7103910809162965,0.0,1,1,0
0.6346153846153847,2.0,2.0,0.7135266962808118,0.2,1,0,0
0.730769230769231,2.0,1.0,0.7023778416514241,0.0,0,0,1
0.4423076923076924,2.0,1.0,0.809075864471736,0.0,1,0,1
0.5384615384615385,1.0,1.0,0.6998519292744535,0.2,1,1,0
0.7500000000000001,2.0,1.0,0.7407891298667364,0.2,1,0,0
0.46153846153846156,0.0,1.0,0.7028133437853845,0.0,0,0,0
0.23076923076923084,2.0,1.0,0.7116975873181779,0.2,1,1,0
0.8076923076923078,2.0,1.0,0.7237174462154865,0.0,1,0,0
0.8076923076923078,2.0,3.0,0.703161745492553,0.0,1,0,0
0.7500000000000001,1.0,1.0,0.6952356066544726,0.0,0,0,0
0.34615384615384615,2.0,0.0,0.7072554655517812,0.0,1,1,0
0.7115384615384616,2.0,1.0,0.731817785907151,0.0,0,0,0
0.8076923076923078,2.0,0.0,0.7055134570159394,0.0,1,0,0
0.40384615384615385,2.0,1.0,0.69845832244578,0.0,1,0,0
0.5384615384615385,2.0,0.0,0.7184043201811688,0.0,1,0,0
0.5000000000000001,2.0,1.0,0.6397526347879104,0.0,1,0,0
0.6730769230769232,2.0,2.0,0.7062973608570682,0.0,0,0,0
0.6538461538461539,2.0,2.0,0.7096071770751676,0.0,1,0,0
0.7884615384615384,2.0,2.0,0.7140492988415643,0.4000000000000001,1,0,0
0.17307692307692313,0.0,0.0,0.69845832244578,0.0,1,0,0
0.5000000000000001,2.0,1.0,0.703161745492553,0.0,1,0,0
0.5576923076923077,2.0,0.0,0.7116104868913857,0.0,1,0,0
0.3076923076923077,2.0,1.0,0.7037714484800975,0.0,0,1,0
0.7884615384615384,0.0,1.0,0.7010713352495427,0.0,1,0,0
0.5192307692307693,2.0,0.0,0.7440118456580437,0.2,1,0,0
0.21153846153846156,1.0,1.0,0.7011584356763348,0.0,1,0,0
0.5384615384615385,1.0,1.0,0.7053392561623552,0.0,0,0,0
0.730769230769231,2.0,2.0,0.6954969079348489,0.2,1,1,0
0.34615384615384615,2.0,2.0,0.7374793136486368,0.0,1,0,0
0.7884615384615384,1.0,2.0,0.7055134570159394,0.0,1,0,0
0.5000000000000001,2.0,1.0,0.7110007839038411,0.2,1,0,0
0.4423076923076924,2.0,1.0,0.729030572249804,0.0,1,0,0
0.28846153846153855,0.0,0.0,0.6926225938507099,0.0,1,0,0
0.7884615384615384,1.0,0.0,0.7212786342653079,0.0,0,0,0
0.7500000000000001,2.0,2.0,0.69845832244578,0.0,0,0,0
0.730769230769231,1.0,3.0,0.703335946346137,0.0,1,0,0
0.6346153846153847,2.0,1.0,0.7007229335423744,0.0,1,0,0
0.3076923076923077,2.0,3.0,0.6987196237261563,0.4000000000000001,1,0,0
0.48076923076923084,2.0,1.0,0.7020294399442557,0.2,1,1,0
0.6538461538461539,2.0,0.0,0.6990680254333246,0.0,0,1,0
0.28846153846153855,0.0,1.0,0.7076038672589495,0.2,1,0,0
0.21153846153846156,0.0,1.0,0.7697064715617107,0.0,1,1,0
0.3076923076923077,2.0,1.0,0.6970647156171065,0.0,1,1,0
0.25,2.0,1.0,0.69845832244578,0.0,1,0,0
0.7115384615384616,2.0,1.0,0.914118979182998,0.0,1,0,1
0.7115384615384616,2.0,3.0,0.8016723281944081,0.0,0,0,0
0.2692307692307693,0.0,1.0,0.7173591150596638,0.0,1,0,0
0.3846153846153847,0.0,1.0,0.8452225415904537,0.0,1,0,0
0.7115384615384616,0.0,1.0,0.7683128647330372,0.2,1,1,0
0.1923076923076924,0.0,0.0,0.69845832244578,0.2,1,0,0
0.0961538461538462,2.0,1.0,0.7066457625642366,0.0,1,0,0
0.2692307692307693,0.0,1.0,0.69845832244578,0.0,1,0,0
0.48076923076923084,0.0,3.0,0.69845832244578,0.0,0,0,0
0.2692307692307693,2.0,1.0,0.7434892430972911,0.0,1,0,0
0.5384615384615385,2.0,1.0,0.7215399355456842,0.0,1,0,0
0.6730769230769232,1.0,2.0,0.7809424266178904,0.0,1,0,0
0.3076923076923077,0.0,1.0,0.6987196237261563,0.0,1,0,0
0.7500000000000001,2.0,0.0,0.7021165403710479,0.0,0,0,0
0.3653846153846154,2.0,1.0,0.7016810382370874,0.0,1,0,0
0.7884615384615384,2.0,1.0,0.7034230467729292,0.0,1,0,0
0.28846153846153855,2.0,1.0,0.700374531835206,0.0,1,0,0
0.730769230769231,1.0,2.0,0.6991551258601167,0.2,1,0,0
0.576923076923077,2.0,1.0,0.7239787474958628,0.0,1,0,0
0.48076923076923084,2.0,2.0,0.6987196237261563,0.2,1,0,0
0.6923076923076924,2.0,2.0,0.7287692709694278,0.2,1,0,0
0.6346153846153847,2.0,3.0,0.6968034143367302,0.2,1,0,0
0.15384615384615385,0.0,1.0,0.69845832244578,0.2,1,0,0
0.42307692307692313,2.0,0.0,0.6981099207386117,0.0,1,0,0
0.40384615384615385,2.0,1.0,0.7000261301280376,0.0,1,0,0
0.6153846153846154,2.0,2.0,0.7105652817698807,0.2,0,0,0
0.4423076923076924,2.0,1.0,0.69845832244578,0.2,1,0,0
0.6346153846153847,2.0,3.0,0.8624684260952878,0.0,1,0,0
0.8076923076923078,1.0,1.0,0.7172720146328717,0.0,1,0,0
0.6538461538461539,2.0,1.0,0.7665708561971953,0.4000000000000001,1,0,0
0.576923076923077,2.0,1.0,0.7771971082658305,0.2,1,0,0
